704797,49773.5,100
1.29924e+06,30403.3,200
2.53232e+06,53164.9,400
6.97573e+06,2.06189e+06,800
1.85201e+07,1.2917e+06,1600
3.71812e+07,2.72885e+06,3200
6.9662e+07,5.97397e+06,6400
1.30936e+08,7.62414e+06,12800
